PlantID,PlantName,AccessionID,AccessionName,ExperimentID,ExperimentName,ExperimentCondition,GrowthLocation,TrayPosition,SampleID,SampleName,SampleType,PlateName,PlateCoordinate,NameInWell,TubeBarcode,Notes
P35875,,,,,,,,,S45893,T1-9-3,leaf from seedling,Emel003B,C5,5348,,
P35876,,,,,,,,,S45894,T3-12-2,leaf from seedling,Emel003B,D5,5423,,
P35877,,,,,,,,,S45895,T1-1-1,leaf from seedling,Emel003B,E5,5318,,
P35878,,,,,,,,,S45896,T2-12-2,leaf from seedling,Emel003B,F5,5355,,
P35879,,,,,,,,,S45897,T3-7-3,leaf from seedling,Emel003B,G5,5438,,
P35880,,,,,,,,,S45898,T3-11-5,leaf from seedling,Emel003B,H5,5418,,
P35881,,,,,,,,,S45899,T2-21-3,leaf from seedling,Emel003B,A6,5381,,
P35882,,,,,,,,,S45900,T2-20-6,leaf from seedling,Emel003B,B6,5376,,
P35883,,,,,,,,,S45901,T1-5-1,leaf from seedling,Emel003B,C6,5330,,
P35884,,,,,,,,,S45902,T3-8-3,leaf from seedling,Emel003B,D6,5446,,
P35885,,,,,,,,,S45903,T3-9-1,leaf from seedling,Emel003B,E6,5452,,
P35886,,,,,,,,,S45904,T3-11-3,leaf from seedling,Emel003B,F6,5416,,
,,,,,,,,,S45905,T1-6-6R,leaf from seedling,Emel003B,G6,r5339,,replicate;failed—too few reads
,,,,,,,,,S45906,T2-12-8R,leaf from seedling,Emel003B,H6,r5361,,replicate 
,,,,,,,,,S45907,PAD-M6-1R,leaf from seedling,Emel003B,A7,r5316,,replicate;failed—too few reads
,,,,,,,,,S45908,T2-19-2R,leaf from seedling,Emel003B,B7,r5368,,replicate 
,,,,,,,,,S45909,PAD-M4-1R,leaf from seedling,Emel003B,C7,r5309,,replicate;failed—too few reads
P35887,,,,,,,,,S45910,YBT-unk,leaf from seedling,Emel003B,D7,r0000,,replicate;failed—too few reads
P35888,,,,,,,,,S45911,MAJ-1-A,,Emelliodora_LB_Block09,A1,jg-1-1,,
P35889,,,,,,,,,S45912,RYE-1-A,,Emelliodora_LB_Block09,B1,jg-1-2,,
P35890,,,,,,,,,S45913,EUB-3-A,,Emelliodora_LB_Block09,C1,jg-1-3,,
P35891,,,,,,,,,S45914,JUN-1-A,,Emelliodora_LB_Block09,D1,jg-1-4,,
P35892,,,,,,,,,S45915,MUL-1-A,,Emelliodora_LB_Block09,E1,jg-1-5,,
P35893,,,,,,,,,S45916,CON-2-A,,Emelliodora_LB_Block09,F1,jg-1-6,,
P35894,,,,,,,,,S45917,EUB-1-A,,Emelliodora_LB_Block09,G1,jg-1-7,,
P35895,,,,,,,,,S45918,BER-1-A,,Emelliodora_LB_Block09,H1,jg-1-8,,
P35896,,,,,,,,,S45919,WAB-1-A,,Emelliodora_LB_Block09,A2,jg-1-9,,
P35897,,,,,,,,,S45920,MAR-1-A,,Emelliodora_LB_Block09,B2,jg-1-10,,
P35898,,,,,,,,,S45921,BAR-2-A,,Emelliodora_LB_Block09,C2,jg-1-11,,
P35899,,,,,,,,,S45922,TEM-1-A,,Emelliodora_LB_Block09,D2,jg-1-12,,
P35900,,,,,,,,,S45923,HAR-2-A,,Emelliodora_LB_Block09,E2,jg-1-13,,
P35901,,,,,,,,,S45924,CON-1-A,,Emelliodora_LB_Block09,F2,jg-1-14,,
P35902,,,,,,,,,S45925,DIC-2-A,,Emelliodora_LB_Block09,G2,jg-1-15,,
P35903,,,,,,,,,S45926,TEM-2-A,,Emelliodora_LB_Block09,H2,jg-1-16,,
P35904,,,,,,,,,S45927,RYE-3-A,,Emelliodora_LB_Block09,A3,jg-1-17,,
P35905,,,,,,,,,S45928,JUN-2-A,,Emelliodora_LB_Block09,B3,jg-1-18,,
P35906,,,,,,,,,S45929,HOLA-2-A,,Emelliodora_LB_Block09,C3,jg-1-19,,
P35907,,,,,,,,,S45930,HAR-3-A,,Emelliodora_LB_Block09,D3,jg-1-20,,
P35908,,,,,,,,,S45931,BAR-1-A,,Emelliodora_LB_Block09,E3,jg-1-21,,
P35909,,,,,,,,,S45932,JER-1-A,,Emelliodora_LB_Block09,F3,jg-1-22,,
P35910,,,,,,,,,S45933,DIC-1-A,,Emelliodora_LB_Block09,G3,jg-1-23,,
P35911,,,,,,,,,S45934,HOLA-1-A,,Emelliodora_LB_Block09,H3,jg-1-24,,
P35912,,,,,,,,,S45935,MAJ-3-A,,Emelliodora_LB_Block09,A4,jg-1-25,,
P35913,,,,,,,,,S45936,GUN-2-A,,Emelliodora_LB_Block09,B4,jg-1-26,,
P35914,,,,,,,,,S45937,MUL-3-A,,Emelliodora_LB_Block09,C4,jg-1-27,,
P35915,,,,,,,,,S45938,WAL-2-A,,Emelliodora_LB_Block09,D4,jg-1-28,,
P35916,,,,,,,,,S45939,COL-1-A,,Emelliodora_LB_Block09,E4,jg-1-29,,
P35917,,,,,,,,,S45940,WAB-2-A,,Emelliodora_LB_Block09,F4,jg-1-30,,
P35918,,,,,,,,,S45941,HOLB-1-A,,Emelliodora_LB_Block09,G4,jg-1-31,,
P35919,,,,,,,,,S45942,GUN-3-A,,Emelliodora_LB_Block09,H4,jg-1-32,,
P35920,,,,,,,,,S45943,EUB-2-A,,Emelliodora_LB_Block09,A5,jg-1-33,,
P35921,,,,,,,,,S45944,HAR-1-A,,Emelliodora_LB_Block09,B5,jg-1-34,,
P35922,,,,,,,,,S45945,MUL-2-A,,Emelliodora_LB_Block09,C5,jg-1-35,,
P35923,,,,,,,,,S45946,HOLB-2-A,,Emelliodora_LB_Block09,D5,jg-1-36,,
P35924,,,,,,,,,S45947,TEM-3-A,,Emelliodora_LB_Block09,E5,jg-1-37,,
P35925,,,,,,,,,S45948,MAJ-2-A,,Emelliodora_LB_Block09,F5,jg-1-38,,
P35926,,,,,,,,,S45949,JER-2-A,,Emelliodora_LB_Block09,G5,jg-1-39,,
P35927,,,,,,,,,S45950,MOR-2-A,,Emelliodora_LB_Block09,H5,jg-1-40,,
P35928,,,,,,,,,S45951,MOR-1-A,,Emelliodora_LB_Block09,A6,jg-1-41,,
P35929,,,,,,,,,S45952,RYE-2-A,,Emelliodora_LB_Block09,B6,jg-1-42,,
P35930,,,,,,,,,S45953,COL-2-A,,Emelliodora_LB_Block09,C6,jg-1-43,,
P35931,,,,,,,,,S45954,WAL-1-A,,Emelliodora_LB_Block09,D6,jg-1-44,,
P35932,,,,,,,,,S45955,MAR-2-A,,Emelliodora_LB_Block09,E6,jg-1-45,,
P35933,,,,,,,,,S45956,WAB-3-A,,Emelliodora_LB_Block09,F6,jg-1-46,,
P35934,,,,,,,,,S45957,GUN-1-A,,Emelliodora_LB_Block09,G6,jg-1-47,,
P35935,,,,,,,,,S45958,BER-2-A,,Emelliodora_LB_Block09,H6,jg-1-48,,
P35936,,,,,,,,,S45959,BER-3-A,,Emelliodora_LB_Block09,A7,jg-2-1,,
P35937,,,,,,,,,S45960,HAR-5-A,,Emelliodora_LB_Block09,B7,jg-2-2,,
P35938,,,,,,,,,S45961,HOLA-4-A,,Emelliodora_LB_Block09,C7,jg-2-3,,
P35939,,,,,,,,,S45962,RYE-4-A,,Emelliodora_LB_Block09,D7,jg-2-4,,
P35940,,,,,,,,,S45963,MAR-3-A,,Emelliodora_LB_Block09,E7,jg-2-5,,
P35941,,,,,,,,,S45964,JUN-3-A,,Emelliodora_LB_Block09,F7,jg-2-6,,
P35942,,,,,,,,,S45965,MUL-4-A,,Emelliodora_LB_Block09,G7,jg-2-7,,
P35943,,,,,,,,,S45966,RYE-5-A,,Emelliodora_LB_Block09,H7,jg-2-8,,
P35944,,,,,,,,,S45967,TEM-6-A,,Emelliodora_LB_Block09,A8,jg-2-9,,
P35945,,,,,,,,,S45968,GUN-5-A,,Emelliodora_LB_Block09,B8,jg-2-10,,
P35946,,,,,,,,,S45969,EUB-4-A,,Emelliodora_LB_Block09,C8,jg-2-11,,
P35947,,,,,,,,,S45970,COL-3-A,,Emelliodora_LB_Block09,D8,jg-2-12,,
P35948,,,,,,,,,S45971,DIC-4-A,,Emelliodora_LB_Block09,E8,jg-2-13,,
P35949,,,,,,,,,S45972,HOLB-4-A,,Emelliodora_LB_Block09,F8,jg-2-14,,
P35950,,,,,,,,,S45973,BER-5-A,,Emelliodora_LB_Block09,G8,jg-2-15,,
P35951,,,,,,,,,S45974,WAL-4-A,,Emelliodora_LB_Block09,H8,jg-2-16,,
P35952,,,,,,,,,S45975,MOR-3-A,,Emelliodora_LB_Block09,A9,jg-2-17,,
P35953,,,,,,,,,S45976,JER-3-A,,Emelliodora_LB_Block09,B9,jg-2-18,,
P35954,,,,,,,,,S45977,DIC-3-A,,Emelliodora_LB_Block09,C9,jg-2-19,,
P35955,,,,,,,,,S45978,DIC-5-A,,Emelliodora_LB_Block09,D9,jg-2-20,,
P35956,,,,,,,,,S45979,MAR-4-A,,Emelliodora_LB_Block09,E9,jg-2-21,,
P35957,,,,,,,,,S45980,HOLA-3-A,,Emelliodora_LB_Block09,F9,jg-2-22,,
P35958,,,,,,,,,S45981,GUN-4-A,,Emelliodora_LB_Block09,G9,jg-2-23,,
P35959,,,,,,,,,S45982,TEM-5-A,,Emelliodora_LB_Block09,H9,jg-2-24,,
P35960,,,,,,,,,S45983,RYE-6-A,,Emelliodora_LB_Block09,A10,jg-2-25,,
P35961,,,,,,,,,S45984,MAJ-4-A,,Emelliodora_LB_Block09,B10,jg-2-26,,
P35962,,,,,,,,,S45985,JUN-4-A,,Emelliodora_LB_Block09,C10,jg-2-27,,
P35963,,,,,,,,,S45986,COL-5-A,,Emelliodora_LB_Block09,D10,jg-2-28,,
P35964,,,,,,,,,S45987,WAL-3-A,,Emelliodora_LB_Block09,E10,jg-2-29,,
P35965,,,,,,,,,S45988,WAB-5-A,,Emelliodora_LB_Block09,F10,jg-2-30,,
P35966,,,,,,,,,S45989,JER-4-A,,Emelliodora_LB_Block09,G10,jg-2-31,,
P35967,,,,,,,,,S45990,MUL-5-A,,Emelliodora_LB_Block09,H10,jg-2-32,,
P35968,,,,,,,,,S45991,HAR-6-A,,Emelliodora_LB_Block09,A11,jg-2-33,,
P35969,,,,,,,,,S45992,HAR-4-A,,Emelliodora_LB_Block09,B11,jg-2-34,,
P35970,,,,,,,,,S45993,BAR-4-A,,Emelliodora_LB_Block09,C11,jg-2-35,,
P35971,,,,,,,,,S45994,HOLB-5-A,,Emelliodora_LB_Block09,D11,jg-2-36,,
P35972,,,,,,,,,S45995,EUB-5-A,,Emelliodora_LB_Block09,E11,jg-2-37,,
P35973,,,,,,,,,S45996,MAJ-5-A,,Emelliodora_LB_Block09,F11,jg-2-38,,
P35974,,,,,,,,,S45997,BER-4-A,,Emelliodora_LB_Block09,G11,jg-2-39,,
P35975,,,,,,,,,S45998,COL-4-A,,Emelliodora_LB_Block09,H11,jg-2-40,,
P35976,,,,,,,,,S45999,TEM-4-A,,Emelliodora_LB_Block09,A12,jg-2-41,,
P35977,,,,,,,,,S46000,MOR-4-A,,Emelliodora_LB_Block09,B12,jg-2-42,,
P35978,,,,,,,,,S46001,EUB-6-A,,Emelliodora_LB_Block09,C12,jg-2-43,,
P35979,,,,,,,,,S46002,CON-4-A,,Emelliodora_LB_Block09,D12,jg-2-44,,
P35980,,,,,,,,,S46003,HOLB-3-A,,Emelliodora_LB_Block09,E12,jg-2-45,,
P35981,,,,,,,,,S46004,CON-3-A,,Emelliodora_LB_Block09,F12,jg-2-46,,
P35982,,,,,,,,,S46005,BAR-3-A,,Emelliodora_LB_Block09,G12,jg-2-47,,
P35983,,,,,,,,,S46006,WAB-4-A,,Emelliodora_LB_Block09,H12,jg-2-48,,
P35984,,,,,,,,,S46007,DIC-6-A,,Emelliodora_LB_Block10,A1,jg-3-1,,
P35985,,,,,,,,,S46008,JUN-5-A,,Emelliodora_LB_Block10,B1,jg-3-2,,
P35986,,,,,,,,,S46009,EUB-7-A,,Emelliodora_LB_Block10,C1,jg-3-3,,
P35987,,,,,,,,,S46010,CON-6-A,,Emelliodora_LB_Block10,D1,jg-3-4,,
P35988,,,,,,,,,S46011,JUN-6-A,,Emelliodora_LB_Block10,E1,jg-3-5,,
P35989,,,,,,,,,S46012,BAR-6-A,,Emelliodora_LB_Block10,F1,jg-3-6,,
P35990,,,,,,,,,S46013,MAJ-6-A,,Emelliodora_LB_Block10,G1,jg-3-7,,
P35991,,,,,,,,,S46014,WAB-7-A,,Emelliodora_LB_Block10,H1,jg-3-8,,
P35992,,,,,,,,,S46015,TEM-8-A,,Emelliodora_LB_Block10,A2,jg-3-9,,
P35993,,,,,,,,,S46016,HOLA-7-A,,Emelliodora_LB_Block10,B2,jg-3-10,,
P35994,,,,,,,,,S46017,JER-6-A,,Emelliodora_LB_Block10,C2,jg-3-11,,
P35995,,,,,,,,,S46018,MAR-5-A,,Emelliodora_LB_Block10,D2,jg-3-12,,
P35996,,,,,,,,,S46019,MAJ-7-A,,Emelliodora_LB_Block10,E2,jg-3-13,,
P35997,,,,,,,,,S46020,GUN-6-A,,Emelliodora_LB_Block10,F2,jg-3-14,,
P35998,,,,,,,,,S46021,MUL-6-A,,Emelliodora_LB_Block10,G2,jg-3-15,,
P35999,,,,,,,,,S46022,HOLA-5-A,,Emelliodora_LB_Block10,H2,jg-3-16,,
P36000,,,,,,,,,S46023,HOLB-6-A,,Emelliodora_LB_Block10,A3,jg-3-17,,
P36001,,,,,,,,,S46024,JER-7-A,,Emelliodora_LB_Block10,B3,jg-3-18,,
P36002,,,,,,,,,S46025,BER-8-A,,Emelliodora_LB_Block10,C3,jg-3-19,,
P36003,,,,,,,,,S46026,BER-6-A,,Emelliodora_LB_Block10,D3,jg-3-20,,
P36004,,,,,,,,,S46027,DIC-7-A,,Emelliodora_LB_Block10,E3,jg-3-21,,
P36005,,,,,,,,,S46028,CON-7-A,,Emelliodora_LB_Block10,F3,jg-3-22,,
P36006,,,,,,,,,S46029,JER-5-A,,Emelliodora_LB_Block10,G3,jg-3-23,,
P36007,,,,,,,,,S46030,WAL-5-A,,Emelliodora_LB_Block10,H3,jg-3-24,,
P36008,,,,,,,,,S46031,HAR-8-A,,Emelliodora_LB_Block10,A4,jg-3-25,,
P36009,,,,,,,,,S46032,MAR-6-A,,Emelliodora_LB_Block10,B4,jg-3-26,,
P36010,,,,,,,,,S46033,BER-7-A,,Emelliodora_LB_Block10,C4,jg-3-27,,
P36011,,,,,,,,,S46034,COL-6-A,,Emelliodora_LB_Block10,D4,jg-3-28,,
P36012,,,,,,,,,S46035,BAR-5-A,,Emelliodora_LB_Block10,E4,jg-3-29,,
P36013,,,,,,,,,S46036,HOLA-6-A,,Emelliodora_LB_Block10,F4,jg-3-30,,
P36014,,,,,,,,,S46037,HOLB-7-A,,Emelliodora_LB_Block10,G4,jg-3-31,,
P36015,,,,,,,,,S46038,MOR-5-A,,Emelliodora_LB_Block10,H4,jg-3-32,,
P36016,,,,,,,,,S46039,CON-5-A,,Emelliodora_LB_Block10,A5,jg-3-33,,
P36017,,,,,,,,,S46040,WAB-6-A,,Emelliodora_LB_Block10,B5,jg-3-34,,
P36018,,,,,,,,,S46041,WAL-7-A,,Emelliodora_LB_Block10,C5,jg-3-35,,
P36019,,,,,,,,,S46042,HOLB-8-A,,Emelliodora_LB_Block10,D5,jg-3-36,,
P36020,,,,,,,,,S46043,COL-7-A,,Emelliodora_LB_Block10,E5,jg-3-37,,
P36021,,,,,,,,,S46044,WAL-6-A,,Emelliodora_LB_Block10,F5,jg-3-38,,
P36022,,,,,,,,,S46045,EUB-8-A,,Emelliodora_LB_Block10,G5,jg-3-39,,
P36023,,,,,,,,,S46046,MUL-7-A,,Emelliodora_LB_Block10,H5,jg-3-40,,
P36024,,,,,,,,,S46047,HAR-7-A,,Emelliodora_LB_Block10,A6,jg-3-41,,
P36025,,,,,,,,,S46048,DIC-8-A,,Emelliodora_LB_Block10,B6,jg-3-42,,
P36026,,,,,,,,,S46049,COL-8-A,,Emelliodora_LB_Block10,C6,jg-3-43,,
P36027,,,,,,,,,S46050,MOR-6-A,,Emelliodora_LB_Block10,D6,jg-3-44,,
P36028,,,,,,,,,S46051,TEM-7-A,,Emelliodora_LB_Block10,E6,jg-3-45,,
P36029,,,,,,,,,S46052,RYE-7-A,,Emelliodora_LB_Block10,F6,jg-3-46,,
P36030,,,,,,,,,S46053,RYE-8-A,,Emelliodora_LB_Block10,G6,jg-3-47,,
P36031,,,,,,,,,S46054,GUN-7-A,,Emelliodora_LB_Block10,H6,jg-3-48,,
P36032,,,,,,,,,S46055,MAJ-9-A,,Emelliodora_LB_Block10,A7,jg-4-1,,
P36033,,,,,,,,,S46056,JER-9-A,,Emelliodora_LB_Block10,B7,jg-4-2,,
P36034,,,,,,,,,S46057,HOLB-9-A,,Emelliodora_LB_Block10,C7,jg-4-3,,
P36035,,,,,,,,,S46058,CON-8-A,,Emelliodora_LB_Block10,D7,jg-4-4,,
P36036,,,,,,,,,S46059,BAR-8-A,,Emelliodora_LB_Block10,E7,jg-4-5,,
P36037,,,,,,,,,S46060,EUB-9-A,,Emelliodora_LB_Block10,F7,jg-4-6,,
P36038,,,,,,,,,S46061,DIC-9-A,,Emelliodora_LB_Block10,G7,jg-4-7,,
P36039,,,,,,,,,S46062,RYE-9-A,,Emelliodora_LB_Block10,H7,jg-4-8,,
P36040,,,,,,,,,S46063,DIC-10-A,,Emelliodora_LB_Block10,A8,jg-4-9,,
P36041,,,,,,,,,S46064,GUN-8-A,,Emelliodora_LB_Block10,B8,jg-4-10,,
P36042,,,,,,,,,S46065,COL-10-A,,Emelliodora_LB_Block10,C8,jg-4-11,,
P36043,,,,,,,,,S46066,MUL-9-A,,Emelliodora_LB_Block10,D8,jg-4-12,,
P36044,,,,,,,,,S46067,HOLA-9-A,,Emelliodora_LB_Block10,E8,jg-4-13,,
P36045,,,,,,,,,S46068,BAR-9-A,,Emelliodora_LB_Block10,F8,jg-4-14,,
P36046,,,,,,,,,S46069,WAL-8-A,,Emelliodora_LB_Block10,G8,jg-4-15,,
P36047,,,,,,,,,S46070,MUL-8-A,,Emelliodora_LB_Block10,H8,jg-4-16,,
P36048,,,,,,,,,S46071,WAB-8-A,,Emelliodora_LB_Block10,A9,jg-4-17,,
P36049,,,,,,,,,S46072,HOLA-8-A,,Emelliodora_LB_Block10,B9,jg-4-18,,
P36050,,,,,,,,,S46073,JER-8-A,,Emelliodora_LB_Block10,C9,jg-4-19,,
P36051,,,,,,,,,S46074,MAR-8-A,,Emelliodora_LB_Block10,D9,jg-4-20,,
P36052,,,,,,,,,S46075,JUN-9-A,,Emelliodora_LB_Block10,E9,jg-4-21,,
P36053,,,,,,,,,S46076,MOR-9-A,,Emelliodora_LB_Block10,F9,jg-4-22,,
P36054,,,,,,,,,S46077,JUN-7-A,,Emelliodora_LB_Block10,G9,jg-4-23,,
P36055,,,,,,,,,S46078,WAB-9-A,,Emelliodora_LB_Block10,H9,jg-4-24,,
P36056,,,,,,,,,S46079,HAR-9-A,,Emelliodora_LB_Block10,A10,jg-4-25,,
P36057,,,,,,,,,S46080,HAR-10-A,,Emelliodora_LB_Block10,B10,jg-4-26,,
P36058,,,,,,,,,S46081,MAR-7-A,,Emelliodora_LB_Block10,C10,jg-4-27,,
P36059,,,,,,,,,S46082,HOLB-10-A,,Emelliodora_LB_Block10,D10,jg-4-28,,
P36060,,,,,,,,,S46083,TEM-10-A,,Emelliodora_LB_Block10,E10,jg-4-29,,
P36061,,,,,,,,,S46084,CON-9-A,,Emelliodora_LB_Block10,F10,jg-4-30,,
P36062,,,,,,,,,S46085,COL-9-A,,Emelliodora_LB_Block10,G10,jg-4-31,,
P36063,,,,,,,,,S46086,EUB-10-A,,Emelliodora_LB_Block10,H10,jg-4-32,,
P36064,,,,,,,,,S46087,CON-10-A,,Emelliodora_LB_Block10,A11,jg-4-33,,
P36065,,,,,,,,,S46088,HOLA-10-A,,Emelliodora_LB_Block10,B11,jg-4-34,,
P36066,,,,,,,,,S46089,MAJ-8-A,,Emelliodora_LB_Block10,C11,jg-4-35,,
P36067,,,,,,,,,S46090,GUN-9-A,,Emelliodora_LB_Block10,D11,jg-4-36,,
P36068,,,,,,,,,S46091,BER-10-A,,Emelliodora_LB_Block10,E11,jg-4-37,,
P36069,,,,,,,,,S46092,MOR-8-A,,Emelliodora_LB_Block10,F11,jg-4-38,,
P36070,,,,,,,,,S46093,TEM-9-A,,Emelliodora_LB_Block10,G11,jg-4-39,,
P36071,,,,,,,,,S46094,RYE-10-A,,Emelliodora_LB_Block10,H11,jg-4-40,,
P36072,,,,,,,,,S46095,BER-9-A,,Emelliodora_LB_Block10,A12,jg-4-41,,
P36073,,,,,,,,,S46096,JER-10-A,,Emelliodora_LB_Block10,B12,jg-4-42,,
P36074,,,,,,,,,S46097,WAL-9-A,,Emelliodora_LB_Block10,C12,jg-4-43,,
P36075,,,,,,,,,S46098,WAL-10-A,,Emelliodora_LB_Block10,D12,jg-4-44,,
P36076,,,,,,,,,S46099,JUN-8-A,,Emelliodora_LB_Block10,E12,jg-4-45,,
P36077,,,,,,,,,S46100,MAR-9-A,,Emelliodora_LB_Block10,F12,jg-4-46,,
P36078,,,,,,,,,S46101,MOR-7-A,,Emelliodora_LB_Block10,G12,jg-4-47,,
P36079,,,,,,,,,S46102,BAR-7-A,,Emelliodora_LB_Block10,H12,jg-4-48,,
P36080,,,,,,,,,S46103,CON-12-A,,Emelliodora_LB_Block11,A1,jg-5-1,,
P36081,,,,,,,,,S46104,HOLA-12-A,,Emelliodora_LB_Block11,B1,jg-5-2,,
P36082,,,,,,,,,S46105,JER-11-A,,Emelliodora_LB_Block11,C1,jg-5-3,,
P36083,,,,,,,,,S46106,CON-11-A,,Emelliodora_LB_Block11,D1,jg-5-4,,
P36084,,,,,,,,,S46107,JUN-12-A,,Emelliodora_LB_Block11,E1,jg-5-5,,
P36085,,,,,,,,,S46108,JUN-10-A,,Emelliodora_LB_Block11,F1,jg-5-6,,
P36086,,,,,,,,,S46109,GUN-12-A,,Emelliodora_LB_Block11,G1,jg-5-7,,
P36087,,,,,,,,,S46110,MUL-10-A,,Emelliodora_LB_Block11,H1,jg-5-8,,
P36088,,,,,,,,,S46111,DIC-12-A,,Emelliodora_LB_Block11,A2,jg-5-9,,
P36089,,,,,,,,,S46112,MOR-12-A,,Emelliodora_LB_Block11,B2,jg-5-10,,
P36090,,,,,,,,,S46113,MAJ-11-A,,Emelliodora_LB_Block11,C2,jg-5-11,,
P36091,,,,,,,,,S46114,BAR-12-A,,Emelliodora_LB_Block11,D2,jg-5-12,,
P36092,,,,,,,,,S46115,BAR-10-A,,Emelliodora_LB_Block11,E2,jg-5-13,,
P36093,,,,,,,,,S46116,EUB-12-A,,Emelliodora_LB_Block11,F2,jg-5-14,,
P36094,,,,,,,,,S46117,JUN-11-A,,Emelliodora_LB_Block11,G2,jg-5-15,,
P36095,,,,,,,,,S46118,MOR-10-A,,Emelliodora_LB_Block11,H2,jg-5-16,,
P36096,,,,,,,,,S46119,WAL-11-A,,Emelliodora_LB_Block11,A3,jg-5-17,,
P36097,,,,,,,,,S46120,MAR-10-A,,Emelliodora_LB_Block11,B3,jg-5-18,,
P36098,,,,,,,,,S46121,BAR-11-A,,Emelliodora_LB_Block11,C3,jg-5-19,,
P36099,,,,,,,,,S46122,COL-11-A,,Emelliodora_LB_Block11,D3,jg-5-20,,
P36100,,,,,,,,,S46123,WAB-12-A,,Emelliodora_LB_Block11,E3,jg-5-21,,
P36101,,,,,,,,,S46124,GUN-11-A,,Emelliodora_LB_Block11,F3,jg-5-22,,
P36102,,,,,,,,,S46125,MAJ-10-A,,Emelliodora_LB_Block11,G3,jg-5-23,,
P36103,,,,,,,,,S46126,COL-12-A,,Emelliodora_LB_Block11,H3,jg-5-24,,
P36104,,,,,,,,,S46127,WAB-10-A,,Emelliodora_LB_Block11,A4,jg-5-25,,
P36105,,,,,,,,,S46128,JER-12-A,,Emelliodora_LB_Block11,B4,jg-5-26,,
P36106,,,,,,,,,S46129,HAR-12-A,,Emelliodora_LB_Block11,C4,jg-5-27,,
P36107,,,,,,,,,S46130,MOR-11-A,,Emelliodora_LB_Block11,D4,jg-5-28,,
P36108,,,,,,,,,S46131,BER-12-A,,Emelliodora_LB_Block11,E4,jg-5-29,,
P36109,,,,,,,,,S46132,HOLB-11-A,,Emelliodora_LB_Block11,F4,jg-5-30,,
P36110,,,,,,,,,S46133,DIC-11-A,,Emelliodora_LB_Block11,G4,jg-5-31,,
P36111,,,,,,,,,S46134,HAR-11-A,,Emelliodora_LB_Block11,H4,jg-5-32,,
P36112,,,,,,,,,S46135,HOLB-12-A,,Emelliodora_LB_Block11,A5,jg-5-33,,
P36113,,,,,,,,,S46136,WAL-12-A,,Emelliodora_LB_Block11,B5,jg-5-34,,
P36114,,,,,,,,,S46137,RYE-11-A,,Emelliodora_LB_Block11,C5,jg-5-35,,
P36115,,,,,,,,,S46138,TEM-12-A,,Emelliodora_LB_Block11,D5,jg-5-36,,
P36116,,,,,,,,,S46139,TEM-11-A,,Emelliodora_LB_Block11,E5,jg-5-37,,
P36117,,,,,,,,,S46140,MUL-11-A,,Emelliodora_LB_Block11,F5,jg-5-38,,
P36118,,,,,,,,,S46141,MAR-11-A,,Emelliodora_LB_Block11,G5,jg-5-39,,
P36119,,,,,,,,,S46142,GUN-10-A,,Emelliodora_LB_Block11,H5,jg-5-40,,
P36120,,,,,,,,,S46143,WAB-11-A,,Emelliodora_LB_Block11,A6,jg-5-41,,
P36121,,,,,,,,,S46144,HOLA-11-A,,Emelliodora_LB_Block11,B6,jg-5-42,,
P36122,,,,,,,,,S46145,EUB-11-A,,Emelliodora_LB_Block11,C6,jg-5-43,,
P36123,,,,,,,,,S46146,BER-11-A,,Emelliodora_LB_Block11,D6,jg-5-44,,
P36124,,,,,,,,,S46147,MAR-12-A,,Emelliodora_LB_Block11,E6,jg-5-45,,
P36125,,,,,,,,,S46148,RYE-12-A,,Emelliodora_LB_Block11,F6,jg-5-46,,
P36126,,,,,,,,,S46149,MAJ-12-A,,Emelliodora_LB_Block11,G6,jg-5-47,,
P36127,,,,,,,,,S46150,MUL-12-A,,Emelliodora_LB_Block11,H6,jg-5-48,,
P36128,,,,,,,,,S46151,WAB-14-B,,Emelliodora_LB_Block11,A7,lfp-1-1,,
P36129,,,,,,,,,S46152,DIC-13-B,,Emelliodora_LB_Block11,B7,lfp-1-2,,
P36130,,,,,,,,,S46153,JER-13-B,,Emelliodora_LB_Block11,C7,lfp-1-3,,
P36131,,,,,,,,,S46154,HOLA-13-B,,Emelliodora_LB_Block11,D7,lfp-1-4,,
P36132,,,,,,,,,S46155,BAR-14-B,,Emelliodora_LB_Block11,E7,lfp-1-5,,
P36133,,,,,,,,,S46156,EUB-14-B,,Emelliodora_LB_Block11,F7,lfp-1-6,,
P36134,,,,,,,,,S46157,MAR-15-B,,Emelliodora_LB_Block11,G7,lfp-1-7,,
P36135,,,,,,,,,S46158,MAR-13-B,,Emelliodora_LB_Block11,H7,lfp-1-8,,
P36136,,,,,,,,,S46159,TEM-14-B,,Emelliodora_LB_Block11,A8,lfp-1-9,,
P36137,,,,,,,,,S46160,BAR-13-B,,Emelliodora_LB_Block11,B8,lfp-1-10,,
P36138,,,,,,,,,S46161,MAJ-14-B,,Emelliodora_LB_Block11,C8,lfp-1-11,,
P36139,,,,,,,,,S46162,GUN-15-B,,Emelliodora_LB_Block11,D8,lfp-1-12,,
P36140,,,,,,,,,S46163,JUN-13-B,,Emelliodora_LB_Block11,E8,lfp-1-13,,
P36141,,,,,,,,,S46164,RYE-15-B,,Emelliodora_LB_Block11,F8,lfp-1-14,,
P36142,,,,,,,,,S46165,COL-13-B,,Emelliodora_LB_Block11,G8,lfp-1-15,,
