PlantID,PlantName,AccessionID,AccessionName,ExperimentID,ExperimentName,ExperimentCondition,GrowthLocation,TrayPosition,SampleID,SampleName,SampleType,PlateName,PlateCoordinate,NameInWell,TubeBarcode,Notes,actual_population,latitude,longitude,xSampleName,population,WEpopulationWE
blank1,blank1,blank1,blank1,blank1,blank1,blank1,blank1,blank1,blank1,blank1,blank,Emarginata_Plate3_2014,H12,blank,none,,,,,162,,
blank2,blank2,blank2,blank2,blank2,blank2,blank2,blank2,blank2,blank2,blank2,blank,Emarginata_Plate5_2014,H12,blank,none,,,,,blank2_,,
P30434,S10T13,A20274,S10T13,none,none,nature,wild,none,S40435,S10T13,leaf,Emarginata_Plate5_2014,C11,2958,none,,S10,-34.73526,116.70384,S10T13_S10,E,9
P30435,LT100,A20275,LT100,none,none,nature,wild,none,S40436,LT100,leaf,Emarginata_Plate5_2014,D11,2976,none,,T5,-34.9427,116.72199,LT100_T5,E,9
P30436,S1T7,A20276,S1T7,none,none,nature,wild,none,S40437,S1T7,leaf,Emarginata_Plate5_2014,E11,2851,none,,S1,-32.34357,116.08369,S1T7_S1,A,3
P30437,S2T15,A20277,S2T15,none,none,nature,wild,none,S40438,S2T15,leaf,Emarginata_Plate5_2014,F11,2817,none,,S2,-32.38791,116.31537,S2T15_S2,A,6
P30438,S7T11,A20278,S7T11,none,none,nature,wild,none,S40439,S7T11,leaf,Emarginata_Plate5_2014,G11,2761,none,failed,S7,-33.23119,116.57726,S7T11_S7,C,8
P30439,S4T8,A20279,S4T8,none,none,nature,wild,none,S40440,S4T8,leaf,Emarginata_Plate5_2014,H11,3028,none,,S4,-32.80717,116.2212,S4T8_S4,B,5
P30440,LT47,A20280,LT47,none,none,nature,wild,none,S40441,LT47,leaf,Emarginata_Plate5_2014,A12,2789,none,,T2,-32.8273,115.68937,LT47_T2,B,2
P30441,S5T2,A20281,S5T2,none,none,nature,wild,none,S40442,S5T2,leaf,Emarginata_Plate5_2014,B12,3015,none,,S5,-32.74343,116.0817,S5T2_S5,B,3
P30442,S1T15,A20282,S1T15,none,none,nature,wild,none,S40443,S1T15,leaf,Emarginata_Plate5_2014,C12,2843,none,,S1,-32.3494,116.09416,S1T15_S1,A,4
P30443,JS1,A20283,JS1,none,none,nature,wild,none,S40444,JS1,leaf,Emarginata_Plate5_2014,D12,2977,none,failed,o,-34.07252,116.59293,JS1_o,,8
P30444,M2,A20284,M2,none,none,nature,wild,none,S40445,M2,leaf,Emarginata_Plate5_2014,E12,2997,none,outlier,o,-34.06768,116.28873,M2_o,,5
P30445,BB1,A20285,BB1,none,none,nature,wild,none,S40446,BB1,leaf,Emarginata_Plate5_2014,F12,3031,none,failed,o,-32.80483,116.22238,BB1_o,,5
P30376,LT38,A20286,LT38R,none,none,nature,wild,none,S40447,LT38R,leaf,Emarginata_Plate5_2014,G12,2998R,none,failed,T2,,,LT38R_T2,B,9
